"","country.x","country_code","iso","designation","Country","country_emissions","global_emissions","emissions_share","readiness_2021","vulnerability_2021","gdp_reformed","gdp_2021","country.y","renewable_share_2020","env_exposure_2022","emissions_share_scaled","readiness_2021_scaled","vulnerability_2021_scaled","gdp_reformed_scaled","renewable_share_2020_scaled","env_exposure_2022_scaled"
"179","Mozambique","688","MOZ","low_income_developing","Mozambique",183.135874,1693867.357528,0.000108117009980796,0.262655352343329,0.492563220475394,7888378710,15776757420,"Mozambique, Rep. of",0.883490939527802,6,0.000433572278560603,0.187325391555065,0.572341749799148,0.000228521548174505,0.116509060472198,0.728395061728395
"180","Myanmar","518","MMR","low_income_developing","Myanmar",642.667154,1693867.357528,0.000379408193412439,0.257304560172515,0.50357136873622,32562384801,65124769602,"Myanmar",0.515385514738681,7,0.00152274990581548,0.179312845043565,0.597708068932812,0.000946050281400533,0.484614485261319,0.851851851851852
"181","Nepal","558","NPL","low_income_developing","Nepal",174.73765,1693867.357528,0.000103158992481565,0.361060277079129,0.490268646083964,18462420715,36924841430,"Nepal",0.999991066726849,3.9,0.000413666870403241,0.334681897140725,0.567054311357201,0.000536018390679295,8.93327315121262e-06,0.469135802469136
"182","Nicaragua","278","NIC","low_income_developing","Nicaragua",181.367362,1693867.357528,0.000107072942396555,0.27209211176786,0.442475221732322,7072926050.5,14145852101,"Nicaragua",0.698545054921942,4.3,0.000429380564551642,0.201456471849927,0.456922868187175,0.000204807899421283,0.301454945078058,0.518518518518519
"183","Niger","692","NER","low_income_developing","Niger",51.518619,1693867.357528,3.04147894290763e-05,0.341493817866521,0.63202119698136,7457501049,14915002098,"Niger",0.0810288179422586,5.4,0.000121614038184236,0.305382092644199,0.893697844754207,0.000215991474981992,0.918971182057741,0.654320987654321
"184","Nigeria","694","NGA","low_income_developing","Nigeria",4008.988276,1693867.357528,0.00236676635757988,0.256263058852615,0.4860115055611,220416791996,440833583992,"Nigeria",0.234677612325951,4.1,0.00950157922998667,0.177753248351882,0.557244488438653,0.00640892219317819,0.765322387674049,0.493827160493827
"185","Papua New Guinea","853","PNG","low_income_developing","Papua New Guinea",183.206427,1693867.357528,0.000108158662002536,0.28299987579688,0.546290280458814,13155828000,26311656000,"Papua New Guinea",0.604277072065564,3.5,0.000433739502757258,0.217790308752752,0.696146200589738,0.000381700817177144,0.395722927934436,0.419753086419753
"186","Rwanda","714","RWA","low_income_developing","Rwanda",32.032762,1693867.357528,1.89110214903415e-05,0.429419128790523,0.527119442168593,5527640985.5,11055281971,"Rwanda",0.629781216945051,3.1,7.54288046299768e-05,0.437045895091883,0.651970414562204,0.000159870468868934,0.370218783054949,0.37037037037037
"187","São Tomé and Príncipe","716","STP","low_income_developing","Sao Tome and Principe",3.510008,1693867.357528,2.07218586768355e-06,0.368467386674205,0.513715212365266,263326895.35,526653790.7,"São Tomé and Príncipe, Dem. Rep. of",0.0619709735069424,0.1,7.82438491671056e-06,0.345773677245744,0.621082751816767,6.78237257527773e-06,0.938029026493058,0
"188","Senegal","722","SEN","low_income_developing","Senegal",260.699516,1693867.357528,0.000153907869374412,0.349707443447232,0.519515023451946,13784568364,27569136728,"Senegal",0.0969666145737352,4.1,0.000617413046820832,0.317681590530226,0.634447384582773,0.000399984807026427,0.903033385426265,0.493827160493827
"189","Sierra Leone","724","SLE","low_income_developing","Sierra Leone",38.606676,1693867.357528,2.27920302191441e-05,0.301200367809876,0.560665086934086,2124617287,4249234574,"Sierra Leone",0.75631524278617,2.1,9.10102467731484e-05,0.245044644957728,0.729270384593874,6.09093486310041e-05,0.24368475721383,0.246913580246914
"190","Solomon Islands","813","SLB","low_income_developing","Solomon Islands",10.758249,1693867.357528,6.35129365483517e-06,0.395643041989466,0.598762642431556,790151758.5,1580303517,"Solomon Islands",0.0762926792338557,2.6,2.50041119075511e-05,0.386467876392876,0.817059423046449,2.21026239886012e-05,0.923707320766144,0.308641975308642
"191","Somalia","726","SOM","low_income_developing","Somalia",33.48868,1693867.357528,1.97705445182395e-05,0.353203178853356,0.678152836310854,3814000005.5,7628000011,"Somalia",0.041698438926757,7.7,7.88796106615437e-05,0.322916281327272,1,0.000110037189382466,0.958301561073243,0.938271604938272
"192","South Sudan","733","SSD","low_income_developing","South Sudan",40.672144,1693867.357528,2.40114102318827e-05,0.408639120435922,0.419955665541114,32117073474.5489,39725383601,"South Sudan, Rep. of",0.00215568779860061,4.1,9.59058036880354e-05,0.405928860803244,0.405030557549653,0.000933100472164803,0.997844312201399,0.493827160493827
"193","Sudan","732","SDN","low_income_developing","Sudan",473.841553,1693867.357528,0.000279739467729938,0.261012994420174,0.604097138231435,17114756887.5,34229513775,"Sudan",0.673151185705604,5.3,0.00112260072006895,0.184866041831189,0.829351819521382,0.000496827854882462,0.326848814294396,0.641975308641975
"194","Tajikistan","923","TJK","low_income_developing","Tajikistan",487.571128,1693867.357528,0.000287844928254331,0.324935883020651,0.372359446887976,4468902673.5,8937805347,"Tajikistan, Rep. of",0.927109475005537,5,0.00115514245677449,0.280587404521088,0.295353539825643,0.000129081988189085,0.0728905249944634,0.604938271604938
"195","Tanzania","738","TZA","low_income_developing","Tanzania",259.240006,1693867.357528,0.000153046225755439,0.304678683988324,0.504477854219646,35327814070.5,70655628141,"Tanzania, United Rep. of",0.428472648702828,4.2,0.000613953727057541,0.250253251323256,0.599796903450462,0.00102646993247999,0.571527351297172,0.506172839506173
